productsCount,orderPrice,buyer,buyerCity,orderStatus,shippingPrice,orderDate,orderTime,type,buyerSatisfaction
5,84.95,Gintarė Gintarytė,Kaišiadorys,pristatytas,19.99,2017-10-25,8:3,parduotuvėje,4
3,44.97,Rimantas Rimantėlis,Kėdainiai,pristatytas,2.99,2015-07-22,14:12,internetu,5
3,45.97,Aurimas Aurimaitė,Grigiškės,pristatytas,2.99,2022-12-04,10:9,internetu,5
5,53.95,Aurimas Aurimaitė,Zarasai,pristatytas,2.99,2020-02-16,14:10,internetu,4
2,14.98,Vaida Vaidaitė,Zarasai,pristatytas,19.99,2022-10-31,13:56,internetu,3
3,40.97,Aurimas Aurimaitė,Panevėžys,pristatytas,2.99,2016-02-06,15:12,parduotuvėje,2
1,4.99,Jurgis Jurgis,Tauragė,pristatytas,2.99,2024-04-17,8:49,internetu,4
9,142.91,Vaidas Vaidas,Šiauliai,išsiųstas,0.00,2021-11-18,9:27,internetu,5
3,70.97,Marius Marius,Zarasai,pristatytas,4.99,2019-02-22,11:32,parduotuvėje,2
3,34.97,Giedrė Giedrytė,Pabradė,atšauktas,9.99,2017-10-05,10:43,internetu,2
4,104.96,Jolanta Jolantaitė,Kretinga,pristatytas,2.99,2023-07-03,11:30,internetu,4
5,127.95,Gintarė Gintarytė,Šilutė,pristatytas,19.99,2019-12-05,9:27,internetu,5
4,84.96,Gintautas Gintautas,Druskininkai,pristatytas,4.99,2015-11-04,9:8,internetu,5
3,65.97,Vytautas Vytenis,Šilutė,naujas,2.99,2015-07-19,10:49,internetu,3
2,79.98,Antanas Antanaitis,Kėdainiai,naujas,2.99,2021-08-24,8:4,parduotuvėje,3
5,74.95,Jolanta Jolantaitė,Šilutė,pristatytas,2.99,2021-08-04,14:29,internetu,4
2,54.98,Asta Astaitė,Kaišiadorys,patvirtintas,4.99,2015-01-23,15:31,internetu,5
1,14.99,Aidas Aidaitis,Raseiniai,išsiųstas,4.99,2018-06-11,10:58,parduotuvėje,5
4,84.96,Vitalijus Vitkus,Panevėžys,pristatytas,2.99,2015-06-03,12:18,parduotuvėje,3
3,65.97,Vilma Vilmaitė,Radviliškis,išsiųstas,2.99,2020-10-28,10:58,internetu,2
2,20.98,Aurimas Aurimaitė,Vilnius,pristatytas,2.99,2015-10-03,10:9,parduotuvėje,2
4,32.96,Jonas Jonaitis,Kaišiadorys,pristatytas,0.00,2021-04-29,9:48,internetu,3
5,112.95,Aurimas Aurimaitė,Druskininkai,patvirtintas,2.99,2022-09-13,8:54,internetu,5
4,80.96,Ona Onaitė,Grigiškės,pristatytas,2.99,2018-09-20,13:36,internetu,4
1,14.99,Ona Onaitė,Šalčininkai,išsiųstas,19.99,2023-09-01,12:47,internetu,5
2,19.98,Elžbieta Elžbietaitė,Prienai,pristatytas,2.99,2021-12-01,8:21,internetu,3
4,31.96,Antanas Antanaitis,Kėdainiai,pristatytas,2.99,2023-09-06,9:0,parduotuvėje,5
5,43.95,Viktorija Viktorienė,Šilutė,pristatytas,2.99,2015-02-01,8:31,internetu,3
1,49.99,Bronius Bronius,Zarasai,atšauktas,4.99,2022-06-04,11:19,parduotuvėje,5
4,84.96,Vaidas Vaidas,Rokiškis,pristatytas,0.00,2016-01-25,15:33,internetu,5
1,9.99,Jolanta Jolantaitė,Kėdainiai,pristatytas,4.99,2015-01-08,14:0,internetu,3
3,30.97,Jonas Jonaitis,Mažeikiai,pristatytas,2.99,2017-12-01,11:35,parduotuvėje,5
2,39.98,Vaida Vaidaitė,Šilutė,atšauktas,0.00,2022-04-29,14:8,internetu,5
4,94.96,Marius Marius,Kelmė,pristatytas,4.99,2014-11-12,10:32,internetu,3
3,74.97,Giedrius Giedraitis,Druskininkai,išsiųstas,2.99,2023-08-31,8:30,internetu,5
4,31.96,Giedrė Giedrytė,Kaišiadorys,pristatytas,2.99,2022-07-14,11:6,parduotuvėje,5
4,67.96,Gintaras Gintaraitis,Kaišiadorys,pristatytas,9.99,2019-05-28,8:2,internetu,3
3,45.97,Jolanta Jolantaitė,Kaišiadorys,pristatytas,2.99,2017-03-18,10:26,internetu,3
4,77.96,Giedrius Giedraitis,Pakruojis,pristatytas,19.99,2018-03-06,9:52,internetu,4
3,25.97,Marius Marius,Švenčionys,išsiųstas,4.99,2015-08-04,14:19,internetu,5
1,49.99,Jonas Jonaitis,Prienai,pristatytas,2.99,2017-08-16,8:29,parduotuvėje,5
2,22.98,Marius Marius,Kaišiadorys,patvirtintas,2.99,2019-01-01,12:40,internetu,4
5,94.95,Marius Marius,Ignalina,patvirtintas,2.99,2022-04-08,8:15,internetu,5
5,121.95,Jurgis Jurgis,Vilnius,patvirtintas,2.99,2020-04-07,8:26,parduotuvėje,3
5,74.95,Giedrė Giedrytė,Šilutė,pristatytas,2.99,2016-01-06,11:35,internetu,5
3,74.97,Aidas Aidaitis,Grigiškės,pristatytas,4.99,2020-12-27,14:6,internetu,1
5,98.95,Inga Ingaitė,Joniškis,pristatytas,2.99,2024-02-17,13:21,internetu,4
3,49.97,Ona Onaitė,Zarasai,pristatytas,9.99,2020-04-30,8:57,parduotuvėje,5
2,59.98,Aidas Aidaitis,Širvintos,pristatytas,0.00,2020-07-15,11:27,parduotuvėje,5
3,20.97,Ona Onaitė,Plungė,pristatytas,2.99,2021-01-01,14:3,parduotuvėje,2
5,124.95,Aurimas Aurimaitė,Rokiškis,pristatytas,2.99,2019-08-26,8:26,parduotuvėje,4
5,102.95,Bronius Bronius,Šalčininkai,pristatytas,19.99,2020-09-15,9:17,internetu,4
5,92.95,Petras Petraitis,Kėdainiai,pristatytas,19.99,2015-07-16,11:4,internetu,2
5,167.95,Marius Marius,Varėna,naujas,0.00,2020-10-16,13:29,internetu,5
4,25.96,Elžbieta Elžbietaitė,Mažeikiai,naujas,2.99,2022-11-12,15:33,internetu,5
8,159.92,Aurimas Aurimaitė,Kaunas,pristatytas,2.99,2021-04-19,8:13,internetu,5
3,65.97,Rasa Rasaitė,Zarasai,pristatytas,19.99,2024-03-22,8:46,internetu,4
3,19.97,Inga Ingaitė,Jonava,pristatytas,4.99,2022-12-20,13:7,parduotuvėje,3
1,4.99,Ona Onaitė,Šilutė,pristatytas,0.00,2021-10-28,12:23,internetu,4
4,60.96,Jolanta Jolantaitė,Šiauliai,pristatytas,9.99,2021-02-03,11:24,parduotuvėje,5
3,69.97,Rimantas Rimantėlis,Kėdainiai,pristatytas,9.99,2022-08-29,11:20,internetu,1
5,63.95,Vitalijus Vitkus,Zarasai,pristatytas,19.99,2017-05-16,12:41,parduotuvėje,4
5,84.95,Gintaras Gintaraitis,Jonava,išsiųstas,2.99,2019-06-04,14:4,internetu,5
3,64.97,Aurimas Aurimaitė,Raseiniai,išsiųstas,2.99,2020-09-22,15:17,internetu,4
3,34.97,Vytautas Vytenis,Šilutė,pristatytas,2.99,2020-07-22,15:58,internetu,5
1,4.99,Jonas Jonaitis,Kupiškis,pristatytas,19.99,2023-01-24,11:21,internetu,3
2,15.98,Aurimas Aurimaitė,Pakruojis,naujas,2.99,2020-02-09,14:16,internetu,5
4,124.96,Gintarė Gintarytė,Visaginas,naujas,4.99,2023-01-11,8:55,internetu,5
2,17.98,Aidas Aidaitis,Kaišiadorys,pristatytas,2.99,2015-07-30,15:32,internetu,4
2,15.98,Inga Ingaitė,Zarasai,naujas,0.00,2017-06-18,12:51,internetu,4
1,9.99,Vilma Vilmaitė,Plungė,pristatytas,0.00,2019-06-01,8:53,internetu,2
3,30.97,Aurimas Aurimaitė,Pabradė,pristatytas,4.99,2022-05-05,8:3,parduotuvėje,5
2,64.98,Viktorija Viktorienė,Šilutė,pristatytas,0.00,2018-02-11,12:4,internetu,3
2,59.98,Inga Ingaitė,Mažeikiai,pristatytas,19.99,2018-01-24,13:45,internetu,5
3,19.97,Marius Marius,Šalčininkai,pristatytas,2.99,2024-03-04,15:54,internetu,5
2,39.98,Laima Laimaitė,Jonava,pristatytas,2.99,2015-05-15,13:15,parduotuvėje,3
3,60.97,Viktorija Viktorienė,Kaišiadorys,pristatytas,2.99,2022-10-12,8:57,parduotuvėje,3
1,7.99,Jonas Jonaitis,Joniškis,pristatytas,2.99,2015-08-09,8:43,internetu,5
5,90.95,Vaida Vaidaitė,Vilnius,pristatytas,2.99,2023-06-17,14:13,parduotuvėje,5
3,30.97,Aldona Aldonaitė,Joniškis,pristatytas,19.99,2021-07-12,14:23,parduotuvėje,5
1,9.99,Rita Ritaitė,Kybartai,pristatytas,2.99,2017-01-27,11:23,internetu,2
3,29.97,Bronius Bronius,Kalvarija,pristatytas,2.99,2016-12-12,14:17,internetu,4
5,43.95,Marius Marius,Ignalina,pristatytas,2.99,2021-09-05,13:52,parduotuvėje,5
2,55.98,Jolanta Jolantaitė,Marijampolė,naujas,2.99,2016-07-14,15:43,internetu,4
1,7.99,Jonas Jonaitis,Neringa,pristatytas,19.99,2019-04-21,8:32,internetu,3
3,94.97,Aurimas Aurimaitė,Kaišiadorys,pristatytas,2.99,2016-03-31,13:11,internetu,5
3,35.97,Aldona Aldonaitė,Biržai,pristatytas,2.99,2018-10-08,11:49,parduotuvėje,3
3,72.97,Jolanta Jolantaitė,Kazlų Rūda,pristatytas,19.99,2017-06-14,12:25,parduotuvėje,3
4,124.96,Ona Onaitė,Alytus,pristatytas,2.99,2023-07-14,12:40,internetu,5
3,64.97,Jolanta Jolantaitė,Šalčininkai,pristatytas,19.99,2019-03-18,13:56,parduotuvėje,3
4,57.96,Rita Ritaitė,Kretinga,pristatytas,2.99,2023-07-19,14:47,internetu,5
5,77.95,Gintarė Gintarytė,Širvintos,išsiųstas,4.99,2019-07-10,8:34,parduotuvėje,3
1,49.99,Aurimas Aurimaitė,Šilutė,pristatytas,2.99,2021-06-04,9:33,parduotuvėje,5
2,19.98,Aurimas Aurimaitė,Kupiškis,išsiųstas,2.99,2020-09-19,12:33,internetu,3
2,37.98,Kazimieras Kazimieraitis,Ukmergė,pristatytas,2.99,2015-01-24,12:18,internetu,5
2,19.98,Viktorija Viktorienė,Grigiškės,išsiųstas,0.00,2016-07-13,11:2,internetu,4
3,50.97,Aurimas Aurimaitė,Zarasai,pristatytas,2.99,2023-04-19,10:20,internetu,5
3,69.97,Giedrius Giedraitis,Trakai,pristatytas,2.99,2019-01-20,9:50,internetu,5
2,57.98,Marius Marius,Pakruojis,išsiųstas,2.99,2018-05-10,12:34,internetu,4
5,37.95,Aurimas Aurimaitė,Telšiai,pristatytas,9.99,2016-07-20,15:19,internetu,5
2,9.98,Jonas Jonaitis,Panevėžys,atšauktas,0.00,2021-02-22,8:39,internetu,5
1,9.99,Gintarė Gintarytė,Pabradė,pristatytas,19.99,2024-05-16,13:10,parduotuvėje,5
3,72.97,Jurgis Jurgis,Širvintos,pristatytas,9.99,2023-05-29,12:17,internetu,5
3,30.97,Kazimieras Kazimieraitis,Joniškis,pristatytas,2.99,2017-05-17,11:2,parduotuvėje,5
4,32.96,Marius Marius,Joniškis,pristatytas,9.99,2017-08-10,13:54,internetu,4
4,67.96,Inga Ingaitė,Biržai,patvirtintas,2.99,2015-11-10,15:20,parduotuvėje,1
5,100.95,Bronius Bronius,Šilutė,pristatytas,4.99,2017-03-21,15:36,internetu,1
4,69.96,Bronius Bronius,Kaišiadorys,pristatytas,2.99,2020-01-16,14:52,internetu,5
2,10.98,Vaidas Vaidas,Kalvarija,pristatytas,2.99,2016-08-28,11:53,internetu,4
3,74.97,Marius Marius,Biržai,pristatytas,0.00,2021-02-03,10:55,internetu,2
2,15.98,Marius Marius,Kaišiadorys,atšauktas,2.99,2022-04-17,14:48,internetu,5
3,25.97,Asta Astaitė,Rokiškis,pristatytas,19.99,2015-02-11,12:10,internetu,2
2,15.98,Viktorija Viktorienė,Kalvarija,patvirtintas,4.99,2024-06-03,11:36,internetu,5
5,125.95,Aldona Aldonaitė,Marijampolė,patvirtintas,2.99,2021-12-25,14:44,internetu,5
1,4.99,Jolanta Jolantaitė,Švenčionys,pristatytas,4.99,2022-06-02,10:23,parduotuvėje,3
5,39.95,Vaidas Vaidas,Radviliškis,pristatytas,0.00,2019-07-01,8:13,internetu,5
1,9.99,Jonas Jonaitis,Šilutė,pristatytas,2.99,2019-08-23,14:32,internetu,2
4,75.96,Ona Onaitė,Plungė,naujas,2.99,2020-05-24,9:13,internetu,5
3,23.97,Jolanta Jolantaitė,Kybartai,pristatytas,2.99,2022-12-08,10:33,parduotuvėje,5
3,52.97,Kazimieras Kazimieraitis,Kazlų Rūda,pristatytas,4.99,2019-10-01,8:29,internetu,5
2,20.98,Ona Onaitė,Neringa,pristatytas,4.99,2021-10-10,9:10,parduotuvėje,4
1,5.99,Petras Petraitis,Zarasai,naujas,2.99,2020-10-14,14:21,internetu,2
5,89.95,Aldona Aldonaitė,Kėdainiai,patvirtintas,2.99,2023-09-14,15:26,parduotuvėje,2
2,34.98,Aurimas Aurimaitė,Zarasai,pristatytas,4.99,2017-03-10,14:53,internetu,5
2,17.98,Jolanta Jolantaitė,Kalvarija,pristatytas,2.99,2019-07-20,13:54,internetu,2
3,24.97,Jolanta Jolantaitė,Varėna,pristatytas,9.99,2018-10-29,11:41,internetu,5
3,42.97,Petras Petraitis,Zarasai,pristatytas,9.99,2018-05-13,8:56,parduotuvėje,4
1,9.99,Ona Onaitė,Širvintos,atšauktas,2.99,2020-01-14,8:56,internetu,5
4,80.96,Rita Ritaitė,Elektrėnai,pristatytas,2.99,2017-03-01,11:49,internetu,5
4,74.96,Rimantas Rimantėlis,Zarasai,pristatytas,2.99,2019-02-18,10:59,internetu,4
1,7.99,Jurgis Jurgis,Mažeikiai,pristatytas,2.99,2022-04-26,12:56,internetu,4
1,4.99,Aldona Aldonaitė,Varėna,pristatytas,4.99,2020-03-30,8:45,internetu,2
5,112.95,Jolanta Jolantaitė,Utena,pristatytas,2.99,2017-01-31,11:20,internetu,3
4,117.96,Rita Ritaitė,Jonava,pristatytas,0.00,2017-07-28,15:14,internetu,5
4,34.96,Petras Petraitis,Kalvarija,pristatytas,2.99,2023-04-10,15:46,parduotuvėje,5
3,49.97,Ona Onaitė,Mažeikiai,pristatytas,9.99,2018-11-01,10:43,parduotuvėje,2
1,9.99,Gintarė Gintarytė,Radviliškis,pristatytas,2.99,2022-08-22,11:54,parduotuvėje,5
4,50.96,Aldona Aldonaitė,Pabradė,pristatytas,4.99,2020-01-15,14:55,parduotuvėje,1
1,49.99,Ona Onaitė,Zarasai,pristatytas,2.99,2015-10-22,15:48,internetu,4
2,17.98,Marius Marius,Varėna,pristatytas,2.99,2018-06-12,14:58,internetu,5
3,43.97,Laima Laimaitė,Kėdainiai,pristatytas,2.99,2019-03-27,9:20,parduotuvėje,3
3,22.97,Gintaras Gintaraitis,Utena,pristatytas,19.99,2023-07-14,8:39,internetu,4
2,14.98,Aurimas Aurimaitė,Zarasai,pristatytas,4.99,2015-06-18,15:55,internetu,1
1,49.99,Vilma Vilmaitė,Kėdainiai,pristatytas,4.99,2019-08-27,11:22,internetu,4
1,49.99,Aidas Aidaitis,Kalvarija,pristatytas,0.00,2023-04-27,10:36,internetu,3
5,40.95,Gintarė Gintarytė,Ignalina,pristatytas,4.99,2022-10-22,14:8,internetu,4
4,34.96,Aldona Aldonaitė,Kėdainiai,atšauktas,9.99,2023-04-21,12:41,internetu,5
3,29.97,Dalia Dalinskaitė,Palanga,pristatytas,9.99,2024-04-24,13:11,internetu,2
1,9.99,Dalia Dalinskaitė,Kaunas,naujas,9.99,2015-01-22,8:13,internetu,2
4,54.96,Ona Onaitė,Biržai,pristatytas,4.99,2022-09-21,9:6,internetu,4
1,4.99,Gintarė Gintarytė,Kėdainiai,patvirtintas,19.99,2019-01-28,11:54,internetu,2
1,14.99,Aurimas Aurimaitė,Elektrėnai,pristatytas,2.99,2019-04-18,11:7,parduotuvėje,3
4,114.96,Laima Laimaitė,Kalvarija,pristatytas,4.99,2016-03-24,10:4,parduotuvėje,5
5,85.95,Aurimas Aurimaitė,Zarasai,pristatytas,2.99,2019-09-17,15:39,parduotuvėje,5
2,79.98,Jurgis Jurgis,Zarasai,atšauktas,9.99,2024-01-05,10:41,internetu,5
5,121.95,Aurimas Aurimaitė,Biržai,pristatytas,2.99,2020-10-17,8:21,internetu,4
1,4.99,Vaida Vaidaitė,Kaišiadorys,pristatytas,9.99,2024-04-16,12:43,parduotuvėje,5
2,59.98,Vaidas Vaidas,Joniškis,naujas,2.99,2015-05-26,8:33,internetu,4
1,9.99,Dalia Dalinskaitė,Zarasai,naujas,9.99,2018-04-14,12:1,internetu,5
1,9.99,Aidas Aidaitis,Radviliškis,išsiųstas,2.99,2015-01-28,11:33,internetu,5
4,114.96,Petras Petraitis,Širvintos,pristatytas,4.99,2023-11-12,13:45,internetu,5
4,79.96,Aurimas Aurimaitė,Ignalina,patvirtintas,19.99,2016-08-14,10:37,internetu,5
2,79.98,Aurimas Aurimaitė,Kybartai,pristatytas,9.99,2023-10-13,8:12,internetu,4
2,14.98,Aurimas Aurimaitė,Kalvarija,pristatytas,2.99,2017-02-27,10:11,internetu,4
3,129.97,Ona Onaitė,Elektrėnai,pristatytas,2.99,2016-10-14,10:53,internetu,1
3,41.97,Laima Laimaitė,Zarasai,atšauktas,2.99,2023-06-15,12:37,internetu,5
2,19.98,Aldona Aldonaitė,Kupiškis,pristatytas,2.99,2021-09-24,8:16,internetu,5
5,49.95,Jurgis Jurgis,Klaipėda,pristatytas,0.00,2015-09-29,10:24,internetu,3
1,49.99,Aurimas Aurimaitė,Zarasai,pristatytas,2.99,2022-11-07,14:45,internetu,5
5,65.95,Vaidas Vaidas,Kėdainiai,pristatytas,19.99,2019-11-22,11:47,internetu,5
1,9.99,Vitalijus Vitkus,Elektrėnai,atšauktas,19.99,2014-10-09,9:5,parduotuvėje,5
1,9.99,Vytautas Vytenis,Zarasai,pristatytas,0.00,2017-11-23,8:37,internetu,2
5,90.95,Ona Onaitė,Utena,patvirtintas,4.99,2017-10-04,14:29,parduotuvėje,5
1,5.99,Antanas Antanaitis,Zarasai,pristatytas,2.99,2023-07-19,15:32,internetu,2
3,67.97,Ona Onaitė,Kaišiadorys,pristatytas,0.00,2023-06-08,9:54,internetu,5
5,64.95,Ona Onaitė,Širvintos,pristatytas,4.99,2020-11-07,11:5,internetu,5
2,15.98,Marius Marius,Kalvarija,pristatytas,0.00,2017-06-23,11:51,internetu,4
2,15.98,Aldona Aldonaitė,Rokiškis,išsiųstas,9.99,2019-11-25,11:48,internetu,5
2,55.98,Elžbieta Elžbietaitė,Vilnius,pristatytas,2.99,2016-06-19,8:18,parduotuvėje,3
5,75.95,Viktorija Viktorienė,Kretinga,patvirtintas,2.99,2016-02-14,10:27,internetu,5
3,21.97,Marius Marius,Rokiškis,pristatytas,9.99,2014-11-09,12:7,internetu,5
1,5.99,Marius Marius,Alytus,pristatytas,2.99,2017-10-30,11:26,internetu,5
1,14.99,Bronius Bronius,Vilnius,pristatytas,19.99,2020-01-10,14:47,parduotuvėje,2
5,120.95,Vilma Vilmaitė,Palanga,pristatytas,19.99,2020-09-24,13:26,internetu,4
3,74.97,Gintautas Gintautas,Raseiniai,pristatytas,2.99,2023-09-30,14:20,parduotuvėje,5
3,39.97,Gintaras Gintaraitis,Elektrėnai,pristatytas,2.99,2018-05-06,10:1,parduotuvėje,4
3,25.97,Jonas Jonaitis,Kaišiadorys,pristatytas,9.99,2023-12-27,10:42,internetu,5
10,155.90,Asta Astaitė,Kaunas,pristatytas,2.99,2023-01-29,13:17,internetu,5
5,74.95,Petras Petraitis,Lazdijai,atšauktas,2.99,2016-04-08,15:57,parduotuvėje,5
4,74.96,Rimantas Rimantėlis,Palanga,pristatytas,19.99,2022-10-17,13:43,internetu,3
4,84.96,Vilma Vilmaitė,Vilnius,pristatytas,19.99,2021-09-27,11:8,parduotuvėje,5
1,29.99,Marius Marius,Trakai,pristatytas,4.99,2014-11-16,9:32,parduotuvėje,2
1,5.99,Bronius Bronius,Ukmergė,patvirtintas,9.99,2023-12-07,9:56,internetu,2
4,48.96,Jurgis Jurgis,Kėdainiai,pristatytas,9.99,2019-10-19,15:53,internetu,4
4,59.96,Rimantas Rimantėlis,Šilutė,pristatytas,4.99,2016-03-13,11:12,internetu,5
3,30.97,Laima Laimaitė,Raseiniai,pristatytas,2.99,2022-10-23,9:50,parduotuvėje,3
3,30.97,Laima Laimaitė,Neringa,pristatytas,9.99,2020-01-22,10:38,parduotuvėje,5
3,63.97,Aurimas Aurimaitė,Anykščiai,atšauktas,2.99,2022-10-31,14:28,internetu,4
1,9.99,Laima Laimaitė,Zarasai,pristatytas,2.99,2024-03-11,9:39,internetu,5
6,56.94,Asta Astaitė,Kaunas,pristatytas,4.99,2020-03-18,12:55,parduotuvėje,5
4,36.96,Antanas Antanaitis,Ukmergė,pristatytas,2.99,2018-03-25,8:31,internetu,5
4,28.96,Aurimas Aurimaitė,Utena,pristatytas,2.99,2020-04-30,13:43,internetu,4
3,40.97,Marius Marius,Biržai,naujas,4.99,2017-10-07,14:27,internetu,4
3,109.97,Gintautas Gintautas,Mažeikiai,pristatytas,2.99,2020-03-01,15:40,internetu,3
4,112.96,Ona Onaitė,Varėna,pristatytas,4.99,2019-01-10,15:39,internetu,3
2,15.98,Giedrė Giedrytė,Joniškis,pristatytas,2.99,2021-08-25,12:0,parduotuvėje,5
2,79.98,Vitalijus Vitkus,Kelmė,pristatytas,2.99,2015-04-06,12:32,parduotuvėje,4
5,87.95,Laima Laimaitė,Švenčionys,pristatytas,2.99,2019-09-07,12:56,parduotuvėje,4
4,73.96,Rimantas Rimantėlis,Kaišiadorys,pristatytas,9.99,2023-10-02,9:3,internetu,5
4,82.96,Vilma Vilmaitė,Kėdainiai,patvirtintas,9.99,2017-01-23,12:4,internetu,1
5,100.95,Petras Petraitis,Šilutė,išsiųstas,2.99,2021-07-02,15:40,internetu,3
3,35.97,Antanas Antanaitis,Kaišiadorys,pristatytas,4.99,2022-03-19,13:21,internetu,3
2,39.98,Inga Ingaitė,Tauragė,pristatytas,9.99,2015-10-11,8:43,internetu,2
4,93.96,Aidas Aidaitis,Širvintos,pristatytas,0.00,2015-05-15,9:43,internetu,4
3,20.97,Ona Onaitė,Zarasai,išsiųstas,4.99,2020-03-01,10:57,internetu,5
3,74.97,Gintautas Gintautas,Šilutė,pristatytas,2.99,2018-04-24,8:28,internetu,2
2,39.98,Jurgis Jurgis,Zarasai,pristatytas,9.99,2019-08-20,9:35,internetu,5
1,4.99,Laima Laimaitė,Palanga,išsiųstas,4.99,2024-03-03,11:12,internetu,4
4,104.96,Aurimas Aurimaitė,Jonava,pristatytas,0.00,2019-01-20,12:56,internetu,4
4,49.96,Asta Astaitė,Elektrėnai,pristatytas,2.99,2018-03-01,13:8,internetu,3
3,109.97,Ona Onaitė,Švenčionys,patvirtintas,19.99,2022-03-01,13:11,internetu,5
2,44.98,Vaida Vaidaitė,Anykščiai,pristatytas,4.99,2017-09-29,15:56,parduotuvėje,5
10,131.90,Elžbieta Elžbietaitė,Klaipėda,pristatytas,4.99,2018-08-10,13:48,parduotuvėje,4
4,53.96,Vytautas Vytenis,Varėna,pristatytas,9.99,2021-07-05,13:55,parduotuvėje,3
1,14.99,Giedrė Giedrytė,Kelmė,išsiųstas,2.99,2022-07-04,15:30,internetu,5
3,74.97,Vitalijus Vitkus,Druskininkai,pristatytas,0.00,2017-11-07,8:59,internetu,4
4,65.96,Ona Onaitė,Zarasai,atšauktas,9.99,2019-11-08,11:30,internetu,4
5,45.95,Ona Onaitė,Elektrėnai,pristatytas,2.99,2016-12-20,15:41,internetu,5
1,5.99,Giedrė Giedrytė,Neringa,pristatytas,19.99,2019-12-17,15:40,parduotuvėje,5
7,122.93,Rimantas Rimantėlis,Kaunas,pristatytas,2.99,2021-04-22,14:12,parduotuvėje,2
2,37.98,Gintautas Gintautas,Rokiškis,pristatytas,0.00,2018-10-28,12:52,internetu,5
4,28.96,Ona Onaitė,Kaišiadorys,pristatytas,19.99,2014-11-16,15:31,internetu,3
3,30.97,Laima Laimaitė,Biržai,pristatytas,2.99,2020-08-17,13:26,internetu,5
5,52.95,Jolanta Jolantaitė,Telšiai,pristatytas,2.99,2016-08-19,12:31,internetu,2
4,37.96,Jolanta Jolantaitė,Zarasai,pristatytas,19.99,2023-08-05,10:23,internetu,5
3,94.97,Ona Onaitė,Zarasai,pristatytas,4.99,2021-05-27,14:42,internetu,5
1,4.99,Rita Ritaitė,Zarasai,pristatytas,9.99,2019-04-29,8:12,internetu,3
3,47.97,Gintautas Gintautas,Zarasai,pristatytas,2.99,2019-01-14,15:44,internetu,5
4,55.96,Vytautas Vytenis,Tauragė,pristatytas,2.99,2017-07-29,9:21,internetu,3
3,70.97,Vitalijus Vitkus,Neringa,pristatytas,9.99,2015-07-15,11:39,internetu,4
8,67.92,Aurimas Aurimaitė,Kaunas,patvirtintas,2.99,2018-04-23,11:1,internetu,5
2,57.98,Laima Laimaitė,Kėdainiai,pristatytas,2.99,2022-12-03,13:5,internetu,5
1,9.99,Vaidas Vaidas,Panevėžys,pristatytas,0.00,2016-07-17,15:51,internetu,4
2,57.98,Ona Onaitė,Zarasai,pristatytas,2.99,2021-10-18,9:39,internetu,4
3,54.97,Giedrė Giedrytė,Varėna,patvirtintas,2.99,2016-09-07,10:30,internetu,3
2,24.98,Gintarė Gintarytė,Mažeikiai,atšauktas,9.99,2015-12-16,8:21,internetu,5
2,24.98,Aurimas Aurimaitė,Kėdainiai,pristatytas,2.99,2015-01-13,11:1,internetu,5
2,79.98,Ona Onaitė,Kazlų Rūda,pristatytas,2.99,2018-10-11,14:30,internetu,5
1,9.99,Rimantas Rimantėlis,Zarasai,pristatytas,2.99,2018-07-18,10:15,internetu,4
3,69.97,Viktorija Viktorienė,Radviliškis,pristatytas,9.99,2018-02-28,10:1,internetu,5
5,144.95,Jolanta Jolantaitė,Širvintos,pristatytas,2.99,2017-07-05,11:5,internetu,3
1,9.99,Vitalijus Vitkus,Kybartai,pristatytas,19.99,2020-11-03,9:25,internetu,5
5,40.95,Vaidas Vaidas,Šilutė,pristatytas,4.99,2023-05-10,12:47,internetu,4
5,84.95,Rasa Rasaitė,Jonava,pristatytas,2.99,2024-02-26,8:34,internetu,1
5,89.95,Viktorija Viktorienė,Utena,pristatytas,9.99,2022-09-21,12:2,internetu,5
1,14.99,Marius Marius,Zarasai,pristatytas,2.99,2022-05-23,15:51,internetu,4
3,52.97,Gintarė Gintarytė,Mažeikiai,patvirtintas,4.99,2022-01-16,8:58,parduotuvėje,4
4,43.96,Kazimieras Kazimieraitis,Visaginas,išsiųstas,19.99,2020-04-24,12:41,internetu,2
1,7.99,Aurimas Aurimaitė,Druskininkai,atšauktas,2.99,2016-06-13,11:32,internetu,4
5,152.95,Aurimas Aurimaitė,Zarasai,pristatytas,0.00,2018-10-26,13:10,internetu,4
4,79.96,Jolanta Jolantaitė,Kupiškis,pristatytas,2.99,2019-07-18,8:1,internetu,4
3,49.97,Aidas Aidaitis,Pakruojis,atšauktas,4.99,2020-02-13,11:43,internetu,5
2,24.98,Marius Marius,Kėdainiai,pristatytas,2.99,2019-07-01,13:44,internetu,3
1,5.99,Inga Ingaitė,Šilutė,pristatytas,2.99,2021-04-13,8:37,internetu,3
1,9.99,Ona Onaitė,Zarasai,pristatytas,2.99,2018-04-07,11:20,internetu,3
1,14.99,Bronius Bronius,Zarasai,išsiųstas,9.99,2015-11-15,14:23,internetu,3
5,35.95,Jolanta Jolantaitė,Zarasai,pristatytas,2.99,2014-10-06,11:59,internetu,4
3,19.97,Vitalijus Vitkus,Zarasai,pristatytas,9.99,2017-05-21,9:15,internetu,3
5,100.95,Giedrė Giedrytė,Pakruojis,išsiųstas,2.99,2020-05-24,12:46,internetu,1
